LogDate,BENZE,CO,EBEN,HUM,NO,NO2,NOX,O3,PM10,PM2.5,PRES,Rain,SO2,SOL,TEMP,TOL,WIND,WINDS,XY
8/1/2008 7:50:00 AM,0.2300000042,1.0199999809,,,26.8600006104,27.1399993896,66.7200012207,18.6299991608,,,,,32.7099990845,,,0,291.6000061035,1.0599999428,0
8/1/2008 8:00:00 AM,0.2300000042,0.9700000286,,,25.2299995422,27.2800006866,64.6299972534,19.3899993896,,,,,30.7399997711,,,0,298.799987793,1.0599999428,0
8/1/2008 8:10:00 AM,0,0.7099999785,,,14.3400001526,26.7700004578,47.8699989319,21.2000007629,,,,,27.7700004578,,,0,280.799987793,1.0599999428,0
8/1/2008 8:20:00 AM,0,0.4399999976,,,8.8100004196,26.4400005341,36.4900016785,23.6599998474,,,,,23.5300006866,,,0,284.3999938965,1.4099999666,0
8/1/2008 8:30:00 AM,0,0.3799999952,,,8.3299999237,25.8299999237,33.3800010681,25.7800006866,,,,,20.0499992371,,,0,273.6000061035,1.2300000191,0
8/1/2008 8:40:00 AM,0,0.3400000036,,,9.1700000763,25.5400009155,32.6399993896,27.1599998474,,,,,14.7899999619,,,0,262.799987793,1.0599999428,0
8/1/2008 8:50:00 AM,0,0.2199999988,,,8.3199996948,25.5200004578,30.4599990845,27.6100006104,,,,,13.4399995804,,,0,255.6000061035,1.2300000191,0
8/1/2008 9:00:00 AM,0,0.1899999976,,,8.029999733,25.0900001526,28.0400009155,29.0200004578,,,,,11.7899999619,,,0,255.6000061035,1.2300000191,0
8/1/2008 9:10:00 AM,0,0.1800000072,,,7.7399997711,24.4599990845,26.6000003815,30.1499996185,,,,,10.3999996185,,,0,255.6000061035,1.2300000191,0
8/1/2008 9:20:00 AM,0,0.1599999964,,,6.4099998474,23.8600006104,24.3999996185,31.25,,,,,9.6700000763,,,0,248.3999938965,1.2300000191,0
8/1/2008 9:30:00 AM,0,0.1400000006,,,6.5300002098,23.0599994659,23.8500003815,31.6800003052,,,,,8.2299995422,,,0,252,1.5800000429,0
8/1/2008 9:40:00 AM,0.2800000012,0.1099999994,,,5.9800000191,22.1599998474,22.0300006866,32.4799995422,,,,,6.5500001907,,,0,259.200012207,1.7599999905,0
8/1/2008 9:50:00 AM,0.349999994,0.0900000036,,,5.3400001526,21.7299995422,19.9300003052,33.1300010681,,,,,6,,,0,259.200012207,1.9400000572,0
8/1/2008 10:00:00 AM,0.349999994,0.0900000036,,,4.9099998474,20.5599994659,19.8799991608,33.4000015259,,,,,5.5199999809,,,0,259.200012207,1.5800000429,0
8/1/2008 10:10:00 AM,0.3899999857,0.0799999982,,,5.2300000191,19.8400001526,20.1200008392,34.5200004578,,,,,5.1500000954,,,0,255.6000061035,1.4099999666,0
8/1/2008 10:20:00 AM,0.4399999976,0.0700000003,,,4,19.3600006104,18.1700000763,34.9799995422,,,,,3.5,,,0,252,2.4600000381,0
8/1/2008 10:30:00 AM,0.4399999976,0.0599999987,,,4.8499999046,19.0200004578,18.3400001526,35.1599998474,,,,,3.4800000191,,,0,252,1.7599999905,0
8/1/2008 10:40:00 AM,0.4399999976,0.0500000007,,,4.8600001335,18.6000003815,17.8600006104,35.5400009155,,,,,3.2200000286,,,0,259.200012207,2.2899999619,0
8/1/2008 10:50:00 AM,0.5299999714,0.0500000007,,,4.6599998474,17.7700004578,17.4799995422,35.4300003052,,,,,3.0799999237,,,0,248.3999938965,2.4600000381,0
8/1/2008 11:00:00 AM,0.5299999714,0.0500000007,,,5.2899999619,17.1299991608,18.5699996948,35.4199981689,,,,,3.1800000668,,,0,241.1999969482,1.9400000572,0
8/1/2008 11:10:00 AM,0.4499999881,0.0500000007,,,6.1900000572,17.1299991608,20.4699993134,35.5200004578,,,,,7.9299998283,,,0,259.200012207,2.1099998951,0
8/1/2008 11:20:00 AM,0.3899999857,0.0399999991,,,5.6399998665,16.7099990845,20.1200008392,34.4099998474,,,,,7.0100002289,,,0,255.6000061035,2.2899999619,0
8/1/2008 11:30:00 AM,0.3899999857,0.0399999991,,,4.2399997711,16.9200000763,18.75,34.9099998474,,,,,7.9800000191,,,0,255.6000061035,2.2899999619,0
8/1/2008 11:40:00 AM,0.7099999785,0.0399999991,,,3.75,16.3799991608,17.4400005341,35.2900009155,,,,,4.3499999046,,,0,237.6000061035,2.2899999619,0
8/1/2008 11:50:00 AM,1.1000000238,0.0399999991,,,3.8599998951,16.1200008392,17.3500003815,35.9599990845,,,,,4.2800002098,,,0,248.3999938965,2.2899999619,0
8/1/2008 12:00:00 PM,1.1000000238,0.0399999991,,,4.5300002098,17.1100006104,18.2000007629,36.4799995422,,,,,3.7599999905,,,0,244.8000030518,1.7599999905,0
8/1/2008 12:10:00 PM,0.2800000012,0.0399999991,,,4.0799999237,16.8899993896,17.2299995422,36.6399993896,,,,,3.7000000477,,,0,255.6000061035,1.9400000572,0
8/1/2008 12:20:00 PM,0.5,0.0299999993,,,4.7899999619,16.6200008392,17.7199993134,36.1800003052,,,,,3.5799999237,,,0,252,2.1099998951,0
8/1/2008 12:30:00 PM,0.5,0.0299999993,,,3.9300000668,16.3099994659,17.0699996948,36.2999992371,,,,,3.6199998856,,,0,262.799987793,2.1099998951,0
8/1/2008 12:40:00 PM,0.7200000286,0.0299999993,,,4.2300000191,16.2399997711,17.2700004578,36.7900009155,,,,,4.3899998665,,,0,252,2.1099998951,0
8/1/2008 12:50:00 PM,0.7300000191,0.0399999991,,,4.1599998474,16.3400001526,16.8899993896,36.7200012207,,,,,4.0399999619,,,0,252,1.7599999905,0
8/1/2008 1:00:00 PM,0.7300000191,0.0299999993,,,4.6799998283,16.2800006866,18.2399997711,36.1300010681,,,,,6.9400000572,,,0,259.200012207,1.7599999905,0
8/1/2008 1:10:00 PM,0.7400000095,0.0299999993,,,5.8699998856,16.0499992371,21.3099994659,35.2299995422,,,,,11.0699996948,,,0,266.3999938965,1.9400000572,0
8/1/2008 1:20:00 PM,0.6800000072,0.0299999993,,,5.5700001717,15.8199996948,19.1800003052,35.4099998474,,,,,6.4899997711,,,0,241.1999969482,2.1099998951,0
8/1/2008 1:30:00 PM,0.6800000072,0.0299999993,,,9.7100000381,15.8900003433,27,35.0099983215,,,,,18.1800003052,,,0,277.200012207,1.7599999905,0
8/1/2008 1:40:00 PM,0.7799999714,0.0599999987,,,15.6199998856,16.1700000763,41.6199989319,32.4500007629,,,,,32.5299987793,,,0,273.6000061035,1.4099999666,0
8/1/2008 1:50:00 PM,0.7599999905,0.0399999991,,,10.5600004196,15.9600000381,29.5200004578,31.7099990845,,,,,20.6000003815,,,0,259.200012207,1.7599999905,0
8/1/2008 2:00:00 PM,0.7599999905,0.0299999993,,,7.7600002289,15.220000267,27.0900001526,32.5099983215,,,,,19.5100002289,,,0,252,2.1099998951,0
8/1/2008 2:10:00 PM,0.8100000024,0.0299999993,,,8.4099998474,14.7399997711,27.4599990845,33.1599998474,,,,,17.9300003052,,,0,273.6000061035,1.9400000572,0
8/1/2008 2:20:00 PM,0.7799999714,0.0299999993,,,6.6700000763,14.4799995422,22.7399997711,33.7999992371,,,,,11.6199998856,,,2.0199999809,248.3999938965,1.7599999905,0
8/1/2008 2:30:00 PM,0.7799999714,0.0299999993,,,12.8299999237,14.0100002289,34.3600006104,33.2000007629,,,,,24.9899997711,,,2.0199999809,262.799987793,1.7599999905,0
8/1/2008 2:40:00 PM,0.7900000215,0.0299999993,,,15.25,13.8299999237,41.1500015259,31.0400009155,,,,,28.8500003815,,,0,252,1.5800000429,0
8/1/2008 2:50:00 PM,0.7599999905,0.0299999993,,,8.1499996185,13.6899995804,28.4599990845,31.6599998474,,,,,18.9300003052,,,0,255.6000061035,1.4099999666,0
8/1/2008 3:00:00 PM,0.7599999905,0.0299999993,,,8.8400001526,13.5699996948,29.1100006104,32.7900009155,,,,,20.0699996948,,,0,259.200012207,1.5800000429,0
8/1/2008 3:10:00 PM,0.7599999905,0.1000000015,,,12.0900001526,13.6000003815,36.5699996948,33.2000007629,,,,,20.6900005341,,,0,248.3999938965,1.2300000191,0
8/1/2008 3:20:00 PM,0.7699999809,0.0299999993,,,10.9399995804,13.0900001526,36.5600013733,32.4300003052,,,,,25.5300006866,,,0,255.6000061035,1.7599999905,0
8/1/2008 3:30:00 PM,0.7699999809,0.0599999987,,,12.970000267,13.6099996567,40.0699996948,31.7099990845,,,,,26.1700000763,,,0,248.3999938965,1.7599999905,0
8/1/2008 3:40:00 PM,0.8000000119,0.0799999982,,,9.0399999619,13.6400003433,31.8099994659,32.6899986267,,,,,17.7099990845,,,0,237.6000061035,1.4099999666,0
8/1/2008 3:50:00 PM,0.7699999809,0.0799999982,,,7.1399998665,13.4300003052,28.1700000763,34.4099998474,,,,,13.720000267,,,0,248.3999938965,1.4099999666,0
8/1/2008 4:00:00 PM,0.7699999809,0.0500000007,,,9.0200004578,13.6599998474,33.0299987793,33.1100006104,,,,,22.4400005341,,,0,255.6000061035,1.4099999666,0
8/1/2008 4:10:00 PM,0.75,0.0399999991,,,7.7899999619,13.3599996567,30.5599994659,32.6300010681,,,,,18.1299991608,,,0,244.8000030518,1.4099999666,0
8/1/2008 4:20:00 PM,0.7099999785,0.0700000003,,,6.6500000954,13.6599998474,28.0300006866,33.0200004578,,,,,14.3800001144,,,0,252,1.0599999428,0
8/1/2008 4:30:00 PM,0.7099999785,0.0299999993,,,6.7899999619,13.8400001526,27.9200000763,34.4900016785,,,,,17.6399993896,,,0,248.3999938965,1.0599999428,0
8/1/2008 4:40:00 PM,0.7699999809,0.0299999993,,,6.7100000381,14.1899995804,32.3199996948,33.3199996948,,,,,20.2999992371,,,0,252,1.2300000191,0
8/1/2008 4:50:00 PM,0.3600000143,0.0299999993,,,6.0500001907,14.1300001144,29.1800003052,33.6899986267,,,,,17.3400001526,,,0,241.1999969482,1.0599999428,0
8/1/2008 5:00:00 PM,0.3600000143,0.1099999994,,,5.6100001335,14.1199998856,30.8899993896,32.5200004578,,,,,17.2600002289,,,0,259.200012207,0.8799999952,0
8/1/2008 5:10:00 PM,0.6499999762,0.0399999991,,,6.3899998665,14.1099996567,38.6100006104,30.2099990845,,,,,20.6900005341,,,0,252,0.6999999881,0
8/1/2008 5:20:00 PM,0.4499999881,0.0599999987,,,5.3600001335,14,43.0099983215,28.2399997711,,,,,27.4599990845,,,0,266.3999938965,0.6999999881,0
8/1/2008 5:30:00 PM,0.4499999881,0.2599999905,,,5.3200001717,14.6000003815,39.5699996948,28.0400009155,,,,,28.6000003815,,,0,266.3999938965,0.8799999952,0
8/1/2008 5:40:00 PM,0.3700000048,0.3700000048,,,6.2600002289,15.7700004578,39.7200012207,29.2199993134,,,,,26.5599994659,,,0,262.799987793,0.6999999881,0
8/1/2008 5:50:00 PM,0.2300000042,0.2899999917,,,5.8699998856,18.0599994659,42.9900016785,28.3999996185,,,,,34.8199996948,,,0,248.3999938965,0.5299999714,0
8/1/2008 6:00:00 PM,0.2300000042,0.400000006,,,5.3400001526,20.6000003815,48.9000015259,25.9599990845,,,,,34.6500015259,,,0,248.3999938965,0.5299999714,0
8/1/2008 6:10:00 PM,0.2700000107,0.3199999928,,,6.4099998474,23.3400001526,51.0699996948,24.6599998474,,,,,36.7999992371,,,0,244.8000030518,0.5299999714,0
8/1/2008 6:20:00 PM,0.2800000012,0.3400000036,,,5.8499999046,24.5799999237,50.8400001526,24.1499996185,,,,,39.3100013733,,,0,244.8000030518,0.5299999714,0
8/1/2008 6:30:00 PM,0.2800000012,0.2899999917,,,5.6799998283,25.9699993134,49.3600006104,23.9799995422,,,,,38.3300018311,,,0,241.1999969482,0.5299999714,0
8/1/2008 6:40:00 PM,0,0.5500000119,,,7.1799998283,26.6700000763,55.2400016785,22.9099998474,,,,,49.2400016785,,,0,234,0.5299999714,0
8/1/2008 6:50:00 PM,0.2199999988,0.4399999976,,,6.8099999428,26.5900001526,54.7799987793,22.3600006104,,,,,46.5200004578,,,0,237.6000061035,0.5299999714,0
8/1/2008 7:00:00 PM,0.2199999988,0.3799999952,,,6.0300002098,26.7900009155,52.1500015259,22.0499992371,,,,,42.75,,,0,241.1999969482,0.349999994,0
8/1/2008 7:10:00 PM,0,0.3799999952,,,5.9600000381,26.3799991608,52.6800003052,21.75,,,,,45.7200012207,,,0,234,0.349999994,0
8/1/2008 7:20:00 PM,0.2199999988,0.2899999917,,,5.8299999237,25.5200004578,51.9700012207,21.7000007629,,,,,49.2299995422,,,0,252,0.349999994,0
8/1/2008 7:30:00 PM,0.2199999988,3.0799999237,,,67.3000030518,25.4899997711,122.9899978638,21.0499992371,,,,,68.4800033569,,,0,291.6000061035,0.349999994,0
8/1/2008 7:40:00 PM,0.1400000006,3.1500000954,,,81.2300033569,25.7199993134,149.6699981689,18.7099990845,,,,,130.7200012207,,,0,284.3999938965,0.349999994,0
8/1/2008 7:50:00 PM,0,1.4800000191,,,14.2700004578,25.2900009155,71.6500015259,17.0300006866,,,,,64.3499984741,,,0,244.8000030518,0.5299999714,0
8/1/2008 8:00:00 PM,0,0.9499999881,,,6.1500000954,25,53.4799995422,17.8500003815,,,,,51.1899986267,,,0,234,0.6999999881,0
8/1/2008 8:10:00 PM,0.200000003,0.8999999762,,,8.5900001526,24.9599990845,54.7000007629,19.2000007629,,,,,42,,,0,234,0.5299999714,0
8/1/2008 8:20:00 PM,0,0.9599999785,,,8.3699998856,23.9699993134,58.1599998474,18.6100006104,,,,,48.5499992371,,,0,234,0.5299999714,0
8/1/2008 8:30:00 PM,0,1.0800000429,,,7.1599998474,23.3500003815,50.6300010681,20.2399997711,,,,,40.6500015259,,,0,262.799987793,0.5299999714,0
8/1/2008 8:40:00 PM,0,0.4399999976,,,6.5100002289,22.6499996185,41.2200012207,23.6800003052,,,,,25.0200004578,,,0,248.3999938965,0.5299999714,0
8/1/2008 8:50:00 PM,0,0.3899999857,,,5.25,21.8700008392,37.9099998474,25.0400009155,,,,,22.1599998474,,,0,241.1999969482,0.5299999714,0
8/1/2008 9:00:00 PM,0,0.3300000131,,,5.5700001717,21.0799999237,34.8899993896,26.6200008392,,,,,19.9300003052,,,0,237.6000061035,0.5299999714,0
8/1/2008 9:10:00 PM,0,0.25,,,4.8699998856,20.2000007629,28.0699996948,28,,,,,14.1700000763,,,0,255.6000061035,0.5299999714,0
8/1/2008 9:20:00 PM,0,0.25,,,5.0799999237,19.5599994659,25.7099990845,29.5900001526,,,,,12.029999733,,,0,259.200012207,0.5299999714,0
8/1/2008 9:30:00 PM,0,0.2899999917,,,5.5399999619,19.8099994659,26.7800006866,29.8400001526,,,,,13.1099996567,,,0,241.1999969482,0.6999999881,0
8/1/2008 9:40:00 PM,0,0.7900000215,,,5.6900000572,19.7299995422,36.5499992371,28.3799991608,,,,,20.3899993896,,,0,190.8000030518,0.6999999881,0
8/1/2008 9:50:00 PM,0,0.3799999952,,,6.7699999809,19.6599998474,38.9300003052,26.3999996185,,,,,12.7299995422,,,0,147.6000061035,1.0599999428,0
8/1/2008 10:00:00 PM,0,0.2099999934,,,6.0500001907,19.5300006866,32.25,27.3299999237,,,,,8.3400001526,,,0,140.3999938965,1.0599999428,0
8/1/2008 10:10:00 PM,0,0.1899999976,,,4.9000000954,19.5699996948,26.6100006104,28.3700008392,,,,,6.5900001526,,,0,122.4000015259,1.2300000191,0
8/1/2008 10:20:00 PM,0,0.1700000018,,,5.9400000572,18.8600006104,26.1599998474,28.5799999237,,,,,5.9600000381,,,0,100.8000030518,1.2300000191,0
8/1/2008 10:30:00 PM,0,0.1599999964,,,9.3000001907,18.5100002289,30.3899993896,28.5799999237,,,,,5.5999999046,,,0,108,1.2300000191,0
8/1/2008 10:40:00 PM,0,0.1899999976,,,6.7600002289,18.1399993896,23.8500003815,30.3500003815,,,,,5.1199998856,,,0,100.8000030518,1.4099999666,0
8/1/2008 10:50:00 PM,0,0.5400000215,,,5.3800001144,18.2700004578,24.0400009155,32.7299995422,,,,,11.0699996948,,,0,90,1.5800000429,0
8/1/2008 11:00:00 PM,0,0.2199999988,,,5.5300002098,18.1499996185,22.2299995422,33.6800003052,,,,,6.3099999428,,,0,100.8000030518,1.5800000429,0
8/1/2008 11:10:00 PM,0,0.2399999946,,,5.2699999809,18.1000003815,23.1800003052,34.1699981689,,,,,5.9400000572,,,0,100.8000030518,1.4099999666,0
8/1/2008 11:20:00 PM,0.1400000006,0.3199999928,,,4.8699998856,17.7999992371,22.4699993134,34.8400001526,,,,,8.4799995422,,,0,82.8000030518,1.4099999666,0
8/1/2008 11:30:00 PM,0.1400000006,0.1700000018,,,5.7800002098,17.8799991608,21.4899997711,35.4799995422,,,,,4.9200000763,,,0,82.8000030518,1.4099999666,0
8/1/2008 11:40:00 PM,0,0.1700000018,,,5.6999998093,17.5599994659,20.5599994659,36.25,,,,,3.8299999237,,,0,79.1999969482,1.5800000429,0
8/1/2008 11:50:00 PM,0,0.1700000018,,,7.5900001526,17.3099994659,29.0200004578,35.0900001526,,,,,3.8499999046,,,0,79.1999969482,1.4099999666,0
8/2/2008 12:00:00 AM,0,0.1599999964,,,5.7800002098,16.9099998474,20.6800003052,34.1199989319,,,,,3.3900001049,,,0,82.8000030518,1.7599999905,0
8/2/2008 12:10:00 AM,0,0.1299999952,,,5.2899999619,16.9899997711,19.8799991608,33.6899986267,,,,,3.4000000954,,,0,82.8000030518,1.7599999905,0
8/2/2008 12:20:00 AM,0,0.1199999973,,,6.1799998283,16.7600002289,22.7000007629,33.3899993896,,,,,3.4600000381,,,0,82.8000030518,1.7599999905,0
8/2/2008 12:30:00 AM,0,0.2800000012,,,5.7300000191,16.7199993134,21.6299991608,32.1300010681,,,,,5.3099999428,,,0,93.5999984741,1.7599999905,0
8/2/2008 12:40:00 AM,0,0.3199999928,,,5.3699998856,16.3999996185,21.5599994659,31.3199996948,,,,,6.1100001335,,,0,90,1.7599999905,0
8/2/2008 12:50:00 AM,0,0.2300000042,,,5.7199997902,16.5900001526,21.8799991608,30.9699993134,,,,,5.3800001144,,,0,86.4000015259,1.7599999905,0
8/2/2008 1:00:00 AM,0,0.2599999905,,,5.9400000572,16.6800003052,22.3600006104,30.9599990845,,,,,4.4099998474,,,0,93.5999984741,1.4099999666,0
8/2/2008 1:10:00 AM,0,0.200000003,,,5.9000000954,16.1599998474,23.7399997711,29.5400009155,,,,,4.2699999809,,,0,93.5999984741,1.2300000191,0
8/2/2008 1:20:00 AM,0,0.1700000018,,,4.0799999237,16.3500003815,18.7199993134,29.2000007629,,,,,3,,,0,104.4000015259,1.2300000191,0
8/2/2008 1:30:00 AM,0,0.1599999964,,,5.6399998665,15.9799995422,22.3700008392,29.0300006866,,,,,3.2599999905,,,0,108,1.2300000191,0
8/2/2008 1:40:00 AM,0,0.349999994,,,6.5199999809,16.1000003815,27.2600002289,27.5100002289,,,,,7.6700000763,,,0,97.1999969482,1.4099999666,0
8/2/2008 1:50:00 AM,0,0.2199999988,,,4.6599998474,16.2199993134,19.6700000763,27.7900009155,,,,,4.1300001144,,,0,82.8000030518,1.7599999905,0
8/2/2008 2:00:00 AM,0,0.1400000006,,,6.5199999809,16.1700000763,21.3999996185,27.7999992371,,,,,2.9200000763,,,0,86.4000015259,1.7599999905,0
8/2/2008 2:10:00 AM,0,0.1400000006,,,5.0500001907,15.6700000763,19.2999992371,28.3899993896,,,,,2.6099998951,,,0,90,1.4099999666,0
8/2/2008 2:20:00 AM,0,0.150000006,,,6.3200001717,15.6599998474,21.8199996948,28.4300003052,,,,,2.6500000954,,,0,82.8000030518,1.7599999905,0
8/2/2008 2:30:00 AM,0,0.1400000006,,,6.8099999428,15.4799995422,22.0699996948,28.2199993134,,,,,2.5599999428,,,0,75.5999984741,2.1099998951,0
8/2/2008 2:40:00 AM,0,0.1400000006,,,4.9099998474,15.3900003433,19.4300003052,28.6499996185,,,,,2.5,,,0,72,2.1099998951,0
8/2/2008 2:50:00 AM,0,0.1400000006,,,5,15.25,19.6800003052,28.2399997711,,,,,2.5799999237,,,0,68.4000015259,2.1099998951,0.7699999809
8/2/2008 3:00:00 AM,0,0.1299999952,,,4.8800001144,15.1700000763,18.5400009155,28.5,,,,,2.6400001049,,,0,72,2.1099998951,0.7699999809
8/2/2008 3:10:00 AM,0,0.1299999952,,,4.6300001144,15.0799999237,18.7900009155,29.1900005341,,,,,2.7999999523,,,0,75.5999984741,2.1099998951,0.9599999785
8/2/2008 3:20:00 AM,0,0.1299999952,,,5.1900000572,14.9799995422,18.7600002289,29.7199993134,,,,,2.5399999619,,,0,72,2.2899999619,0.5099999905
8/2/2008 3:30:00 AM,0,0.1199999973,,,5.5599999428,14.8599996567,19.4099998474,29.7099990845,,,,,2.7599999905,,,0,68.4000015259,1.9400000572,0.5099999905
8/2/2008 3:40:00 AM,0,0.1199999973,,,5.1700000763,14.529999733,18.9500007629,28.7999992371,,,,,2.3699998856,,,0,72,2.1099998951,0
8/2/2008 3:50:00 AM,0,0.1099999994,,,5.3200001717,14.6000003815,19.0300006866,28.7999992371,,,,,2.6300001144,,,0,72,1.9400000572,0
8/2/2008 4:00:00 AM,0,0.1099999994,,,5.3200001717,14.6899995804,18.8299999237,28.9099998474,,,,,2.5599999428,,,0,72,1.9400000572,0
8/2/2008 4:10:00 AM,0,0.1000000015,,,5.2399997711,14.4200000763,18.5,29.2399997711,,,,,2.8299999237,,,0,72,1.9400000572,0
8/2/2008 4:20:00 AM,0,0.1099999994,,,6.25,14.7299995422,19.6900005341,29.5200004578,,,,,2.8299999237,,,0,64.8000030518,1.7599999905,0
8/2/2008 4:30:00 AM,0,0.1099999994,,,5.5,14.1800003052,19.0200004578,29.5599994659,,,,,2.75,,,0,64.8000030518,1.7599999905,0
